id,name,edition,set,price,seller,items_sold_by_seller,image,language,condition
1072783890,Charizard (BS 4),Second Edition,,199.99,Fontae,51,https://specimens.s3.filebase.com/1072783890.jpg,German,Light Played
1168519631,Charizard (BS 4),Second Edition,,200.0,ThreeForOne-AT,87000,,German,Good
1207146322,Charizard (BS 4),Second Edition,,200.0,Beathoaven91,88,,German,Good
1142934913,Charizard (BS 4),Second Edition,,200.0,Jupdi,46,,English,Light Played
1214262153,Charizard (BS 4),Second Edition,,200.0,VanArkys,38,https://specimens.s3.filebase.com/1214262153.jpg,German,Excellent
988752600,Charizard (BS 4),Second Edition,,200.0,Daryion,26,https://specimens.s3.filebase.com/988752600.jpg,English,Played
1213104636,Charizard (BS 4),Second Edition,,200.0,Joooern209,3,,English,Good
1204796812,Charizard (BS 4),Second Edition,,200.0,tommyhollywood,2,https://specimens.s3.filebase.com/1204796812.jpg,English,Light Played
1233584060,Charizard (BS 4),Second Edition,,200.0,dimlogot,2,https://specimens.s3.filebase.com/1233584060.jpg,English,Light Played
1219446792,Charizard (BS 4),Second Edition,,200.0,Devash,1,https://specimens.s3.filebase.com/1219446792.jpg,German,Excellent
1219447231,Charizard (BS 4),Second Edition,,200.0,Devash,1,https://specimens.s3.filebase.com/1219447231.jpg,German,Excellent
1213141656,Charizard (BS 4),Second Edition,,201.08,Golemlum,36,,German,Excellent
1214020400,Charizard (BS 4),Second Edition,,204.75,TcG-Love,199,,German,Excellent
1235766327,Charizard (BS 4),Second Edition,,208.0,HoopaEx,10,,English,Good
1160823306,Charizard (BS 4),Second Edition,,209.15,Games-Island,269000,https://specimens.s3.filebase.com/1160823306.jpg,German,Poor
1176056541,Charizard (BS 4),Second Edition,,210.0,Bernie1990,5,https://specimens.s3.filebase.com/1176056541.jpg,German,Played
1160826116,Charizard (BS 4),Second Edition,,212.71,Games-Island,269000,https://specimens.s3.filebase.com/1160826116.jpg,English,Poor
1160824621,Charizard (BS 4),Second Edition,,212.71,Games-Island,269000,https://specimens.s3.filebase.com/1160824621.jpg,German,Poor
1160827701,Charizard (BS 4),Second Edition,,212.71,Games-Island,269000,https://specimens.s3.filebase.com/1160827701.jpg,German,Poor
1204768999,Charizard (BS 4),Second Edition,,218.5,CreepfanOfficial,122,,German,Excellent
1184001491,Charizard (BS 4),Second Edition,,219.0,Schilkroete,241,,German,Excellent
1210836047,Charizard (BS 4),Second Edition,,219.9,KnightotR1996,3000,,German,Excellent
1099501932,Charizard (BS 4),Second Edition,,219.95,Dugals,4,,German,Excellent
1055228780,Charizard (BS 4),Second Edition,,219.99,Poromagia,4000,https://specimens.s3.filebase.com/1055228780.jpg,English,Light Played
1235298620,Charizard (BS 4),Second Edition,,219.99,m0oxY,435,https://specimens.s3.filebase.com/1235298620.jpg,German,Excellent
1225080445,Charizard (BS 4),Second Edition,,220.0,CobraRobi,2,https://specimens.s3.filebase.com/1225080445.jpg,English,Good
1214818024,Charizard (BS 4),Second Edition,,222.0,dtorotoro,402,https://specimens.s3.filebase.com/1214818024.jpg,German,Excellent
1231068317,Charizard (BS 4),Second Edition,,222.0,LowieBecaus,0,https://specimens.s3.filebase.com/1231068317.jpg,English,Light Played
1223378980,Charizard (BS 4),Second Edition,,222.88,Games-Island,269000,https://specimens.s3.filebase.com/1223378980.jpg,German,Light Played
1208097397,Charizard (BS 4),Second Edition,,228.1,Games-Island,269000,https://specimens.s3.filebase.com/1208097397.jpg,German,Poor
1186694041,Charizard (BS 4),Second Edition,,230.0,BaconLord,1000,,English,Good
1208494854,Charizard (BS 4),Second Edition,,230.0,pokitortle,346,https://specimens.s3.filebase.com/1208494854.jpg,English,Good
1213494662,Charizard (BS 4),Second Edition,,230.0,Talentlos,147,,English,Good
1231106637,Charizard (BS 4),Second Edition,,230.0,PKMN4everFUN,44,https://specimens.s3.filebase.com/1231106637.jpg,German,Excellent
1199595696,Charizard (BS 4),Second Edition,,230.0,Pika83,14,https://specimens.s3.filebase.com/1199595696.jpg,German,Excellent
1214559631,Charizard (BS 4),Second Edition,,235.0,KilianHirt,99,https://specimens.s3.filebase.com/1214559631.jpg,German,Near Mint
1226013574,Charizard (BS 4),Second Edition,,235.0,KryoCards,15,https://specimens.s3.filebase.com/1226013574.jpg,German,Good
1186013981,Charizard (BS 4),Second Edition,,240.0,franky20,33000,,German,Light Played
840298119,Charizard (BS 4),Second Edition,,240.0,Hermod24,244,,German,Light Played
1053311110,Charizard (BS 4),Second Edition,,240.0,luckystrike23,84,https://specimens.s3.filebase.com/1053311110.jpg,English,Good
1208096636,Charizard (BS 4),Second Edition,,240.63,Games-Island,269000,https://specimens.s3.filebase.com/1208096636.jpg,German,Poor
1208096831,Charizard (BS 4),Second Edition,,240.63,Games-Island,269000,https://specimens.s3.filebase.com/1208096831.jpg,German,Poor
994404175,Charizard (BS 4),Second Edition,,245.99,HallofGames,17000,,English,Played
1214970204,Charizard (BS 4),Second Edition,,247.5,Games-Island,269000,https://specimens.s3.filebase.com/1214970204.jpg,German,Played
1214970316,Charizard (BS 4),Second Edition,,247.5,Games-Island,269000,https://specimens.s3.filebase.com/1214970316.jpg,German,Played
1214970493,Charizard (BS 4),Second Edition,,247.5,Games-Island,269000,https://specimens.s3.filebase.com/1214970493.jpg,German,Poor
992854260,Charizard (BS 4),Second Edition,,249.99,GamerzParadize,46000,https://specimens.s3.filebase.com/992854260.jpg,English,Played
1231109743,Charizard (BS 4),Second Edition,,249.99,niorantes,7000,,English,Played
1008750089,Charizard (BS 4),Second Edition,,249.99,Poromagia,4000,https://specimens.s3.filebase.com/1008750089.jpg,English,Light Played
1232992749,Charizard (BS 4),Second Edition,,249.99,Poromagia,4000,https://specimens.s3.filebase.com/1232992749.jpg,English,Light Played
1232993206,Charizard (BS 4),Second Edition,,249.99,Poromagia,4000,https://specimens.s3.filebase.com/1232993206.jpg,English,Light Played
1029294525,Charizard (BS 4),Second Edition,,250.0,Bassie1989,1000,,English,Good
1061013465,Charizard (BS 4),Second Edition,,250.0,PokeM1s1,1000,,German,Excellent
1003070780,Charizard (BS 4),Second Edition,,250.0,zofiakurowska,571,https://specimens.s3.filebase.com/1003070780.jpg,English,Played
1204773131,Charizard (BS 4),Second Edition,,250.0,CatCEO,175,,English,Good
1151739911,Charizard (BS 4),Second Edition,,250.0,bloodline14,52,https://specimens.s3.filebase.com/1151739911.jpg,German,Excellent
993097265,Charizard (BS 4),Second Edition,,250.0,blindfolded,41,https://specimens.s3.filebase.com/993097265.jpg,German,Good
1127033328,Charizard (BS 4),Second Edition,,250.0,Shiba97,32,,German,Good
1134670108,Charizard (BS 4),Second Edition,,250.0,SHOCK,30,,German,Excellent
1061621085,Charizard (BS 4),Second Edition,,250.0,pikaaa89,3,https://specimens.s3.filebase.com/1061621085.jpg,German,Played
1183652336,Charizard (BS 4),Second Edition,,254.99,mchanek,37,https://specimens.s3.filebase.com/1183652336.jpg,English,Good
1203416684,Charizard (BS 4),Second Edition,,260.0,JustTomas,113,https://specimens.s3.filebase.com/1203416684.jpg,English,Light Played
1233360019,Charizard (BS 4),Second Edition,,265.0,Bernsteinfischer,0,,German,Good
1204299854,Charizard (BS 4),Second Edition,,269.0,Fossi8,4,https://specimens.s3.filebase.com/1204299854.jpg,German,Good
1212041895,Charizard (BS 4),Second Edition,,270.0,elcochinoloco,10,https://specimens.s3.filebase.com/1212041895.jpg,German,Near Mint
1208494251,Charizard (BS 4),Second Edition,,275.0,pokitortle,346,https://specimens.s3.filebase.com/1208494251.jpg,English,Good
1235384046,Charizard (BS 4),Second Edition,,275.0,Numerika,0,https://specimens.s3.filebase.com/1235384046.jpg,German,Excellent
1232787635,Charizard (BS 4),Second Edition,,280.0,Lucy1987,5,https://specimens.s3.filebase.com/1232787635.jpg,German,Near Mint
1215458738,Charizard (BS 4),Second Edition,,280.0,nofear44,3,,German,Played
996281435,Charizard (BS 4),Second Edition,,284.99,Sapphire-Cards,21000,https://specimens.s3.filebase.com/996281435.jpg,German,Good
1227854402,Charizard (BS 4),Second Edition,,285.0,molarinho,27,https://specimens.s3.filebase.com/1227854402.jpg,English,Good
996289240,Charizard (BS 4),Second Edition,,289.99,Sapphire-Cards,21000,https://specimens.s3.filebase.com/996289240.jpg,German,Good
1081423212,Charizard (BS 4),Second Edition,,290.0,pokPat,0,https://specimens.s3.filebase.com/1081423212.jpg,German,Excellent
1210830249,Charizard (BS 4),Second Edition,,299.9,KnightotR1996,3000,,English,Good
1136904363,Charizard (BS 4),Second Edition,,299.9,TloS-Cmon,23,https://specimens.s3.filebase.com/1136904363.jpg,German,Excellent
1168518956,Charizard (BS 4),Second Edition,,300.0,ThreeForOne-AT,87000,,German,Excellent
1034306230,Charizard (BS 4),Second Edition,,300.0,niorantes,7000,https://specimens.s3.filebase.com/1034306230.jpg,English,Light Played
1061013055,Charizard (BS 4),Second Edition,,300.0,PokeM1s1,1000,,German,Excellent
808774884,Charizard (BS 4),Second Edition,,300.0,Erian90,161,https://specimens.s3.filebase.com/808774884.jpg,English,Light Played
1235057786,Charizard (BS 4),Second Edition,,300.0,Dantronic,94,https://specimens.s3.filebase.com/1235057786.jpg,English,Near Mint
1235058156,Charizard (BS 4),Second Edition,,300.0,Dantronic,94,https://specimens.s3.filebase.com/1235058156.jpg,English,Near Mint
1134851723,Charizard (BS 4),Second Edition,,300.0,narcolepsis,10,https://specimens.s3.filebase.com/1134851723.jpg,German,Good
1210063966,Charizard (BS 4),Second Edition,,300.0,bella301,7,https://specimens.s3.filebase.com/1210063966.jpg,German,Excellent
1230233015,Charizard (BS 4),Second Edition,,300.0,Ashyku,1,https://specimens.s3.filebase.com/1230233015.jpg,German,Near Mint
1235623424,Charizard (BS 4),Second Edition,,300.0,peninsulaner,0,https://specimens.s3.filebase.com/1235623424.jpg,German,Near Mint
1222609221,Charizard (BS 4),Second Edition,,300.0,Dness,0,,German,Excellent
1226857582,Charizard (BS 4),Second Edition,,300.24,Recollect-Ltd,213,https://specimens.s3.filebase.com/1226857582.jpg,English,Excellent
1229566176,Charizard (BS 4),Second Edition,,310.0,Wookiee90,0,https://specimens.s3.filebase.com/1229566176.jpg,English,Excellent
1206995421,Charizard (BS 4),Second Edition,,312.13,Rar3PKM,0,,German,Played
1013708264,Charizard (BS 4),Second Edition,,315.0,MalseJongen,47,https://specimens.s3.filebase.com/1013708264.jpg,English,Light Played
1228308072,Charizard (BS 4),Second Edition,,315.0,Seata,25,https://specimens.s3.filebase.com/1228308072.jpg,German,Good
1161950406,Charizard (BS 4),Second Edition,,315.0,fyl7007,0,https://specimens.s3.filebase.com/1161950406.jpg,German,Excellent
1147454966,Charizard (BS 4),Second Edition,,320.0,SpielRaum,34000,https://specimens.s3.filebase.com/1147454966.jpg,German,Excellent
1218003566,Charizard (BS 4),Second Edition,,320.0,SpielRaum,34000,https://specimens.s3.filebase.com/1218003566.jpg,German,Excellent
1210166172,Charizard (BS 4),Second Edition,,322.1,Games-Island,269000,https://specimens.s3.filebase.com/1210166172.jpg,German,Light Played
1167737596,Charizard (BS 4),Second Edition,,329.95,tomvandendop,83,https://specimens.s3.filebase.com/1167737596.jpg,English,Excellent
1175205641,Charizard (BS 4),Second Edition,,330.0,MTG-Solingen,2,https://specimens.s3.filebase.com/1175205641.jpg,German,Near Mint
1228288841,Charizard (BS 4),Second Edition,,330.27,LewyCurtis,12,https://specimens.s3.filebase.com/1228288841.jpg,English,Excellent
1175919271,Charizard (BS 4),Second Edition,,335.0,masa,2000,https://specimens.s3.filebase.com/1175919271.jpg,English,Good
1221376095,Charizard (BS 4),Second Edition,,336.27,NiallT25,2,,English,Good
1204768926,Charizard (BS 4),Second Edition,,344.99,CreepfanOfficial,122,,German,Near Mint
1197528079,Charizard (BS 4),Second Edition,,348.99,CreepfanOfficial,122,,German,Near Mint
1210837175,Charizard (BS 4),Second Edition,,349.9,KnightotR1996,3000,,German,Near Mint
1216140412,Charizard (BS 4),Second Edition,,349.95,NinetyFive,51000,,English,Good
1208466706,Charizard (BS 4),Second Edition,,349.95,strongvision,2000,,German,Near Mint
1055238245,Charizard (BS 4),Second Edition,,349.99,Poromagia,4000,https://specimens.s3.filebase.com/1055238245.jpg,English,Good
1204866376,Charizard (BS 4),Second Edition,,349.99,cardcatde,12,https://specimens.s3.filebase.com/1204866376.jpg,German,Near Mint
1204772978,Charizard (BS 4),Second Edition,,350.0,CatCEO,175,,English,Excellent
1012139209,Charizard (BS 4),Second Edition,,350.0,tcg-base,117,https://specimens.s3.filebase.com/1012139209.jpg,English,Good
1203657166,Charizard (BS 4),Second Edition,,350.0,TCG-Investments,85,https://specimens.s3.filebase.com/1203657166.jpg,English,Excellent
1221895061,Charizard (BS 4),Second Edition,,350.0,HerrkaNe,42,,English,Excellent
1222311987,Charizard (BS 4),Second Edition,,350.0,VanArkys,38,https://specimens.s3.filebase.com/1222311987.jpg,German,Near Mint
1222874047,Charizard (BS 4),Second Edition,,350.0,Linus66666,0,https://specimens.s3.filebase.com/1222874047.jpg,English,Excellent
1219051275,Charizard (BS 4),Second Edition,,350.0,Rachelmanou9,0,https://specimens.s3.filebase.com/1219051275.jpg,German,Near Mint
1222779958,Charizard (BS 4),Second Edition,,360.0,PokemonTrainers,56,https://specimens.s3.filebase.com/1222779958.jpg,English,Excellent
1005621955,Charizard (BS 4),Second Edition,,369.0,FloBau,253,https://specimens.s3.filebase.com/1005621955.jpg,German,Poor
1222402714,Charizard (BS 4),Second Edition,,374.99,KaonashiCards,1000,,English,Played
1214417347,Charizard (BS 4),Second Edition,,375.0,quasti,5,https://specimens.s3.filebase.com/1214417347.jpg,German,Near Mint
1230971178,Charizard (BS 4),Second Edition,,375.0,ElePoke,3,https://specimens.s3.filebase.com/1230971178.jpg,English,Excellent
1210830546,Charizard (BS 4),Second Edition,,379.9,KnightotR1996,3000,,English,Excellent
1041911295,Charizard (BS 4),Second Edition,,388.0,silka,261,https://specimens.s3.filebase.com/1041911295.jpg,English,Good
1151114886,Charizard (BS 4),Second Edition,,390.0,DevastatedMind,132,https://specimens.s3.filebase.com/1151114886.jpg,German,Good
1227062920,Charizard (BS 4),Second Edition,,390.9,ingognito,49,,German,Light Played
1210029630,Charizard (BS 4),Second Edition,,395.0,PokiTrustK,2000,,English,Excellent
1230778979,Charizard (BS 4),Second Edition,,395.0,BlueFasan,52,,German,Near Mint
1235601376,Charizard (BS 4),Second Edition,,399.0,robber-click,1,,English,Near Mint
1235601642,Charizard (BS 4),Second Edition,,399.0,robber-click,1,,English,Good
1220109411,Charizard (BS 4),Second Edition,,399.0,numenakos,0,https://specimens.s3.filebase.com/1220109411.jpg,English,Excellent
1228143024,Charizard (BS 4),Second Edition,,399.0,gianluca-samm,0,https://specimens.s3.filebase.com/1228143024.jpg,English,Excellent
1216136670,Charizard (BS 4),Second Edition,,399.95,NinetyFive,51000,,English,Good
1182495106,Charizard (BS 4),Second Edition,,399.99,TschernoBill,1000,,German,Near Mint
1204297103,Charizard (BS 4),Second Edition,,399.99,TschernoBill,1000,,German,Near Mint
1188191206,Charizard (BS 4),Second Edition,,400.0,doomcaster,136,,English,Light Played
1081063052,Charizard (BS 4),Second Edition,,400.0,PlanesWalker90,98,https://specimens.s3.filebase.com/1081063052.jpg,German,Good
1129518223,Charizard (BS 4),Second Edition,,400.0,ragnar161,0,https://specimens.s3.filebase.com/1129518223.jpg,German,Near Mint
1115438777,Charizard (BS 4),Second Edition,,400.0,Oliziso,0,https://specimens.s3.filebase.com/1115438777.jpg,German,Good
1209505415,Charizard (BS 4),Second Edition,,400.0,Pokekev0202,0,https://specimens.s3.filebase.com/1209505415.jpg,English,Near Mint
1218210457,Charizard (BS 4),Second Edition,,407.21,Games-Island,269000,https://specimens.s3.filebase.com/1218210457.jpg,English,Light Played
1221689322,Charizard (BS 4),Second Edition,,418.0,zofiakurowska,571,https://specimens.s3.filebase.com/1221689322.jpg,English,Excellent
1214388631,Charizard (BS 4),Second Edition,,420.28,nic222k,866,https://specimens.s3.filebase.com/1214388631.jpg,English,Excellent
1225506020,Charizard (BS 4),Second Edition,,421.8,BattleBearTCG,9000,,English,Good
1216329417,Charizard (BS 4),Second Edition,,425.0,La27rs,1,,German,Excellent
1117997567,Charizard (BS 4),Second Edition,,440.0,LastWillTeam,1000,,English,Good
1222439084,Charizard (BS 4),Second Edition,,449.0,Muckel92,0,https://specimens.s3.filebase.com/1222439084.jpg,German,Near Mint
1216136500,Charizard (BS 4),Second Edition,,449.95,NinetyFive,51000,,English,Excellent
1199669211,Charizard (BS 4),Second Edition,,449.99,Poromagia,4000,https://specimens.s3.filebase.com/1199669211.jpg,English,Good
1137747358,Charizard (BS 4),Second Edition,,450.0,abb0r,6,https://specimens.s3.filebase.com/1137747358.jpg,German,Excellent
1220962988,Charizard (BS 4),Second Edition,,450.0,CollectorKaiba,2,https://specimens.s3.filebase.com/1220962988.jpg,English,Good
1129520288,Charizard (BS 4),Second Edition,,450.0,ragnar161,0,https://specimens.s3.filebase.com/1129520288.jpg,German,Near Mint
1216993881,Charizard (BS 4),Second Edition,,479.99,TCG-Investments,85,,English,Near Mint
1226510198,Charizard (BS 4),Second Edition,,480.39,TheVenuePlymouth,2000,,English,Excellent
1233975524,Charizard (BS 4),Second Edition,,495.0,Card-foundry,11000,,English,Near Mint
1213299287,Charizard (BS 4),Second Edition,,495.0,DHGames,2000,https://specimens.s3.filebase.com/1213299287.jpg,English,Excellent
1226973231,Charizard (BS 4),Second Edition,,495.0,Clevo,0,https://specimens.s3.filebase.com/1226973231.jpg,English,Excellent
1209813458,Charizard (BS 4),Second Edition,,499.0,Erkiker,143,https://specimens.s3.filebase.com/1209813458.jpg,English,Near Mint
1209340587,Charizard (BS 4),Second Edition,,499.0,majusxp,98,https://specimens.s3.filebase.com/1209340587.jpg,German,Near Mint
1235600674,Charizard (BS 4),Second Edition,,499.0,robber-click,1,,English,Near Mint
389427577,Charizard (BS 4),Second Edition,,499.9,TomAss,182,,German,Played
1216136363,Charizard (BS 4),Second Edition,,499.95,NinetyFive,51000,,English,Excellent
1230209199,Charizard (BS 4),Second Edition,,499.95,Rokobanzani,24,https://specimens.s3.filebase.com/1230209199.jpg,English,Near Mint
1230209413,Charizard (BS 4),Second Edition,,499.95,Rokobanzani,24,https://specimens.s3.filebase.com/1230209413.jpg,English,Near Mint
1215933283,Charizard (BS 4),Second Edition,,499.99,bleijz,19,https://specimens.s3.filebase.com/1215933283.jpg,German,Near Mint
1203841719,Charizard (BS 4),Second Edition,,500.0,Kasi,6000,,English,Excellent
1149941446,Charizard (BS 4),Second Edition,,500.0,Bassie1989,1000,,English,Near Mint
990209425,Charizard (BS 4),Second Edition,,500.0,Mikaelh,237,https://specimens.s3.filebase.com/990209425.jpg,English,Good
1204770872,Charizard (BS 4),Second Edition,,500.0,CatCEO,175,,English,Poor
880313119,Charizard (BS 4),Second Edition,,500.0,wizks92,154,https://specimens.s3.filebase.com/880313119.jpg,English,Excellent
1005965310,Charizard (BS 4),Second Edition,,500.0,Alkoman88,117,https://specimens.s3.filebase.com/1005965310.jpg,English,Good
1214655651,Charizard (BS 4),Second Edition,,500.0,Mwoning89,102,,English,Excellent
998933805,Charizard (BS 4),Second Edition,,500.0,FelixPartyCat,5,https://specimens.s3.filebase.com/998933805.jpg,English,Good
1161489401,Charizard (BS 4),Second Edition,,500.0,Vagner99,4,https://specimens.s3.filebase.com/1161489401.jpg,German,Good
1015686984,Charizard (BS 4),Second Edition,,500.0,Slatt1995,0,https://specimens.s3.filebase.com/1015686984.jpg,English,Good
1235597130,Charizard (BS 4),Second Edition,,500.0,DrakeInq,0,https://specimens.s3.filebase.com/1235597130.jpg,English,Near Mint
1233025224,Charizard (BS 4),Second Edition,,510.0,SemenovSerg,24,https://specimens.s3.filebase.com/1233025224.jpg,English,Near Mint
1157450496,Charizard (BS 4),Second Edition,,519.9,Slaver76,1,https://specimens.s3.filebase.com/1157450496.jpg,German,Near Mint
1179864106,Charizard (BS 4),Second Edition,,540.0,Imhariel,55,https://specimens.s3.filebase.com/1179864106.jpg,German,Light Played
1219914122,Charizard (BS 4),Second Edition,,549.0,joaopedrofdasilva,7,https://specimens.s3.filebase.com/1219914122.jpg,English,Near Mint
1212925478,Charizard (BS 4),Second Edition,,549.0,lucabonomelli91,2,https://specimens.s3.filebase.com/1212925478.jpg,English,Near Mint
1183904156,Charizard (BS 4),Second Edition,,549.0,Dynamite08,0,,German,Light Played
1216136177,Charizard (BS 4),Second Edition,,549.95,NinetyFive,51000,,English,Excellent
1219186610,Charizard (BS 4),Second Edition,,549.99,Kellerkarten,3,https://specimens.s3.filebase.com/1219186610.jpg,English,Excellent
1212692346,Charizard (BS 4),Second Edition,,549.99,caidozDace,1,https://specimens.s3.filebase.com/1212692346.jpg,German,Excellent
1151743266,Charizard (BS 4),Second Edition,,550.0,bloodline14,52,https://specimens.s3.filebase.com/1151743266.jpg,German,Near Mint
1213965370,Charizard (BS 4),Second Edition,,575.0,JensKnudsen,0,https://specimens.s3.filebase.com/1213965370.jpg,English,Excellent
1219912489,Charizard (BS 4),Second Edition,,599.0,Kjellimanjaro,0,,German,Near Mint
1107143557,Charizard (BS 4),Second Edition,,599.0,987548,0,,German,Near Mint
1232272353,Charizard (BS 4),Second Edition,,599.5,Timbi,23,https://specimens.s3.filebase.com/1232272353.jpg,German,Near Mint
1210837844,Charizard (BS 4),Second Edition,,599.9,KnightotR1996,3000,,German,Mint
1199670011,Charizard (BS 4),Second Edition,,599.99,Poromagia,4000,https://specimens.s3.filebase.com/1199670011.jpg,English,Excellent
1209377605,Charizard (BS 4),Second Edition,,600.0,jonathangg,278,,English,Excellent
1234833884,Charizard (BS 4),Second Edition,,600.0,Ralsogoth,7,https://specimens.s3.filebase.com/1234833884.jpg,German,Near Mint
1214732615,Charizard (BS 4),Second Edition,,600.0,Jamc86,1,,English,Excellent
1235601219,Charizard (BS 4),Second Edition,,600.0,robber-click,1,,English,Near Mint
1129522218,Charizard (BS 4),Second Edition,,600.0,ragnar161,0,https://specimens.s3.filebase.com/1129522218.jpg,German,Near Mint
1199663053,Charizard (BS 4),Second Edition,,649.99,Poromagia,4000,https://specimens.s3.filebase.com/1199663053.jpg,English,Excellent
1232992994,Charizard (BS 4),Second Edition,,649.99,Poromagia,4000,https://specimens.s3.filebase.com/1232992994.jpg,English,Excellent
1222205322,Charizard (BS 4),Second Edition,,649.99,CardTrader90,0,https://specimens.s3.filebase.com/1222205322.jpg,German,Near Mint
1214107203,Charizard (BS 4),Second Edition,,695.0,Robeveg,12,https://specimens.s3.filebase.com/1214107203.jpg,English,Near Mint
1235608678,Charizard (BS 4),Second Edition,,699.0,robber-click,1,,English,Near Mint
1229920423,Charizard (BS 4),Second Edition,,699.99,GamersTrading,139,,English,Near Mint
1233584091,Charizard (BS 4),Second Edition,,700.0,lemonsmiff,0,https://specimens.s3.filebase.com/1233584091.jpg,English,Near Mint
1216599386,Charizard (BS 4),Second Edition,,720.58,u04gs6,0,https://specimens.s3.filebase.com/1216599386.jpg,English,Mint
1230391342,Charizard (BS 4),Second Edition,,749.99,Chillkroete93,14,https://specimens.s3.filebase.com/1230391342.jpg,German,Excellent
1217936589,Charizard (BS 4),Second Edition,,750.0,andi089,1,https://specimens.s3.filebase.com/1217936589.jpg,German,Near Mint
1213419679,Charizard (BS 4),Second Edition,,775.0,VintagePokemonStore,12,https://specimens.s3.filebase.com/1213419679.jpg,English,Excellent
1216140318,Charizard (BS 4),Second Edition,,799.95,NinetyFive,51000,,English,Near Mint
1230208402,Charizard (BS 4),Second Edition,,799.95,Rokobanzani,24,https://specimens.s3.filebase.com/1230208402.jpg,English,Near Mint
1117796352,Charizard (BS 4),Second Edition,,800.0,AGER89,0,,German,Near Mint
1186805346,Charizard (BS 4),Second Edition,,800.0,Pelor,0,,German,Excellent
1228984062,Charizard (BS 4),Second Edition,,825.0,Docax,0,https://specimens.s3.filebase.com/1228984062.jpg,English,Near Mint
1058554365,Charizard (BS 4),Second Edition,,840.0,kostasalimos1990,61,https://specimens.s3.filebase.com/1058554365.jpg,English,Excellent
1232735028,Charizard (BS 4),Second Edition,,849.0,lucabonomelli91,2,https://specimens.s3.filebase.com/1232735028.jpg,English,Near Mint
1069125135,Charizard (BS 4),Second Edition,,849.99,Dennizzz119,266,https://specimens.s3.filebase.com/1069125135.jpg,English,Near Mint
1206577984,Charizard (BS 4),Second Edition,,899.0,Zadow,2,https://specimens.s3.filebase.com/1206577984.jpg,German,Excellent
1216140190,Charizard (BS 4),Second Edition,,899.95,NinetyFive,51000,,English,Near Mint
1219970269,Charizard (BS 4),Second Edition,,900.0,Killerkeule11,0,https://specimens.s3.filebase.com/1219970269.jpg,English,Near Mint
1215863485,Charizard (BS 4),Second Edition,,900.0,Pascal1997,0,https://specimens.s3.filebase.com/1215863485.jpg,German,Near Mint
1092357192,Charizard (BS 4),Second Edition,,999.0,DerZender,6,https://specimens.s3.filebase.com/1092357192.jpg,German,Near Mint
1233566369,Charizard (BS 4),Second Edition,,999.0,Civatek,1,https://specimens.s3.filebase.com/1233566369.jpg,English,Near Mint
1216140024,Charizard (BS 4),Second Edition,,999.95,NinetyFive,51000,,English,Near Mint
1178300821,Charizard (BS 4),Second Edition,,999.99,VincentVermeulen,3,,English,Poor
1234996095,Charizard (BS 4),Second Edition,,1000.0,Intexsu,4,,German,Played
1048617005,Charizard (BS 4),Second Edition,,1020.0,rovepixel,156,,English,Near Mint
1207321379,Charizard (BS 4),Second Edition,,1064.0,yangimangi,62,https://specimens.s3.filebase.com/1207321379.jpg,English,Near Mint
1030553505,Charizard (BS 4),Second Edition,,1080.0,elpair,0,https://specimens.s3.filebase.com/1030553505.jpg,English,Near Mint
1023327361,Charizard (BS 4),Second Edition,,1100.0,BartsPokestop,248,,English,Near Mint
1220947357,Charizard (BS 4),Second Edition,,1100.0,swansperto,5,,English,Near Mint
1216786131,Charizard (BS 4),Second Edition,,1199.0,davius,2,,English,Near Mint
1231737295,Charizard (BS 4),Second Edition,,1200.0,parkage,63000,,German,Near Mint
1220729133,Charizard (BS 4),Second Edition,,1200.0,h4rRyc0r3,165,https://specimens.s3.filebase.com/1220729133.jpg,German,Good
1231922196,Charizard (BS 4),Second Edition,,1250.0,Hubmania,114,,German,Near Mint
1020881734,Charizard (BS 4),Second Edition,,1295.0,Misterbale,30,https://specimens.s3.filebase.com/1020881734.jpg,German,Near Mint
991564615,Charizard (BS 4),Second Edition,,1300.0,TheCardCollective,320,https://specimens.s3.filebase.com/991564615.jpg,English,Near Mint
1212246538,Charizard (BS 4),Second Edition,,1300.0,ronaldo19865,17,https://specimens.s3.filebase.com/1212246538.jpg,English,Near Mint
1221326851,Charizard (BS 4),Second Edition,,1357.0,PokemonWeb,0,https://specimens.s3.filebase.com/1221326851.jpg,English,Excellent
1059276790,Charizard (BS 4),Second Edition,,1480.0,kostasalimos1990,61,https://specimens.s3.filebase.com/1059276790.jpg,English,Near Mint
1232935058,Charizard (BS 4),Second Edition,,1500.0,nielsooms,152,https://specimens.s3.filebase.com/1232935058.jpg,English,Near Mint
1204857009,Charizard (BS 4),Second Edition,,1500.0,Rallion,0,https://specimens.s3.filebase.com/1204857009.jpg,German,Good
1128957268,Charizard (BS 4),Second Edition,,1600.0,Nesquick015,329,,English,Near Mint
1224630891,Charizard (BS 4),Second Edition,,1699.0,Alex28R,20,https://specimens.s3.filebase.com/1224630891.jpg,English,Mint
1198345313,Charizard (BS 4),Second Edition,,1700.0,Nomex,35,,German,Played
1204061020,Charizard (BS 4),Second Edition,,1700.0,Linchen30,7,https://specimens.s3.filebase.com/1204061020.jpg,German,Excellent
1178252226,Charizard (BS 4),Second Edition,,1799.0,MAGICPLANET,19000,,English,Near Mint
